INS00,INS01,INS02,INS03,INS04,INS05,INS06,INS07,INS08,INS09,INS10,INS11,INS12,INS13,INS14,INS15,INS16,INS17,INS18,INS19,INS20,INS21,INS22,INS23,INS24,INS25,INS26,INS27,INS28,INS29,INS30,INS31,INS32,INS33,INS34,INS35,INS36,INS37,INS38,INS39,INS40,INS41,INS42,INS43,INS44,INS45,INS46,INS47,INS48,INS49
37.0404,168.6598,71.3837,102.0235,174.203,146.5616,86.1939,139.8553,37.1782,155.1439,154.8788,40.9908,173.225,149.4155,185.5258,72.2921,173.9938,110.1841,32.9246,165.6205,39.5345,173.7472,137.2616,145.2594,133.1591,185.8414,81.5129,144.6272,45.554,31.1793,117.5151,103.5031,195.6342,138.9665,161.0432,161.255,74.8562,185.9792,104.6337,105.5285,82.5735,74.8423,34.9655,171.0378,138.1201,114.9469,128.7149,111.5933,127.4857,57.3043
36.4907,168.5245,69.8911,100.3201,169.5072,144.0643,86.312,138.5325,36.6901,152.205,153.9319,40.079,169.1482,147.0335,183.3687,72.4087,171.6817,110.6893,32.0448,169.4207,38.8685,174.7133,135.4231,142.5618,131.735,185.4433,80.1556,141.2348,44.4514,31.7712,118.4875,104.3671,189.7292,136.4698,160.5622,164.8827,74.1474,181.582,104.2567,103.4767,82.6379,73.7317,35.295,166.0259,135.8951,114.3958,126.3007,110.0336,123.5809,55.7539
36.607,166.2215,72.4095,98.6007,177.4605,145.3313,86.9496,138.7986,37.3792,150.4693,156.0357,40.3329,168.3421,148.8277,183.7036,71.4716,170.6223,114.6616,31.7618,168.0442,38.7756,177.8209,137.5359,144.8534,132.3723,184.0359,81.9594,141.42,43.5165,31.3274,118.8521,105.1721,190.0466,134.5152,157.9048,165.4764,75.787,183.3845,102.9869,102.6103,81.7269,74.758,35.0462,168.8406,135.6693,111.23,125.7098,110.1612,120.8744,55.2028
36.5543,162.9732,71.4645,98.6407,170.0021,145.913,86.443,136.6005,37.2618,149.4968,157.1411,40.6041,168.127,149.418,182.2966,71.4988,172.3158,116.1176,31.5712,164.5635,38.9454,177.6681,135.1922,142.4048,131.6295,185.4946,81.9945,142.3616,42.9708,31.044,119.3598,107.093,188.1932,134.8859,157.9074,163.7971,74.6224,185.8814,100.2742,101.7666,81.4896,75.1447,37.8019,168.1019,133.9665,109.7295,124.5788,110.6443,118.5603,55.2412
37.3901,162.3539,69.2957,97.672,166.8538,144.5266,86.3678,132.6834,37.1159,147.3317,159.049,39.2948,162.5027,146.0044,179.5535,71.043,169.9064,117.1705,30.7388,163.621,38.7871,174.3729,131.1802,139.9165,130.1482,187.6554,79.1122,140.6584,42.1146,30.0829,119.2614,106.5594,183.1988,133.9249,158.6103,165.4215,74.3283,184.4003,100.594,99.4846,78.1775,72.6785,36.0494,164.3669,129.076,107.4728,122.0681,106.6114,116.6849,55.0326
36.902,158.2495,69.2193,98.2508,167.8215,144.5698,84.5012,132.0137,37.6885,145.3222,158.2715,39.6733,160.1505,143.6238,181.517,70.6598,169.9612,116.3835,30.3983,168.2689,38.5993,175.9723,131.9949,141.3515,128.0977,186.1235,77.8039,140.3811,43.0463,29.72,118.2131,103.5406,182.3639,136.4554,158.9298,165.1505,74.947,183.7164,98.0783,99.5485,79.5011,73.1812,35.6657,166.9605,132.7307,106.3898,125.0814,106.2318,117.3146,55.8761
37.351,159.3498,69.3873,98.9865,171.0119,146.1936,84.8464,134.5746,37.7014,147.2054,153.9831,38.9491,161.0327,143.0295,186.4987,71.0813,168.9111,113.6045,30.4515,167.9089,38.4911,176.7992,131.7664,143.5418,126.9991,178.9418,77.812,141.7437,43.4509,29.1625,117.4834,106.5873,161.9208,134.9096,160.6631,165.5749,74.6845,190.8464,97.5555,100.2111,76.976,71.9216,35.3532,163.3003,134.4321,105.9406,125.0115,106.1814,119.1264,55.5186
37.514,159.8747,69.8529,99.7368,170.712,148.108,89.9909,135.2095,37.292,147.8021,155.886,39.6166,162.4121,145.4308,187.2394,71.9862,171.0355,115.9558,30.6384,168.9246,38.8589,180.0426,133.9628,145.2913,130.1327,181.1194,78.5488,142.3683,44.125,29.2085,122.5462,103.7565,164.0736,129.3047,161.9444,169.3588,74.8621,190.16,97.7471,100.0864,78.15,72.8203,36.8023,163.6024,132.6896,106.9266,127.0015,106.4992,120.2369,53.1782
37.2602,158.6763,69.2564,99.3063,169.9768,147.6894,89.6435,133.1828,36.9743,149.1612,151.8457,38.9589,159.8768,142.9141,183.6859,72.7755,171.3979,117.1635,30.6662,166.3672,38.0668,176.9031,131.6611,141.1907,130.1646,179.1812,77.5136,140.3919,44.6668,28.8231,122.5891,103.5573,160.0886,128.3303,160.7032,167.5849,75.7329,190.5449,96.6289,100.2615,77.8239,70.3789,36.1523,163.7729,131.3359,106.3677,125.0916,103.578,122.0769,52.0785
36.9031,159.9224,68.7248,99.4508,172.3892,147.6438,90.3465,130.8549,37.8806,149.1214,155.0428,38.6791,158.7726,146.9225,184.525,72.9101,169.8338,117.8905,30.5358,167.7817,38.3811,177.5336,133.893,140.664,131.5095,181.3901,78.5309,141.7137,43.9133,28.7923,122.4144,105.2726,160.8796,130.6449,159.2081,171.3616,75.5058,194.137,97.5825,98.6245,76.0404,71.1025,37.1995,164.996,131.5056,106.0829,124.8918,103.7713,121.8328,52.5708
37.0163,161.8798,66.4696,99.74,171.2694,146.5671,89.3304,131.5004,37.3438,150.0661,154.4767,39.0626,157.5012,146.576,184.8112,73.2778,169.2351,118.3287,30.5377,168.7643,38.087,177.704,135.4593,140.7655,129.7905,179.8031,78.5016,142.2047,43.7134,28.074,121.7448,105.1641,162.8931,130.4365,158.7704,170.7829,74.6543,188.5473,99.8716,99.2935,73.7534,70.4644,35.9544,171.488,131.6579,106.2079,124.3256,104.0143,121.6353,53.1688
37.3185,162.6496,66.7564,102.6357,170.91,146.968,90.3634,132.7141,37.6899,152.3597,150.8892,38.3077,158.9064,148.0132,186.7158,73.0778,167.1942,118.3351,30.763,173.4691,38.1088,178.5788,134.6289,142.6034,131.0362,175.9655,78.7245,141.9239,43.864,28.0945,120.1675,105.3037,163.8341,128.3451,165.8966,169.768,73.795,188.7236,101.3271,100.4297,75.8301,71.459,36.7462,174.2647,132.8912,105.6002,124.1258,105.7974,122.4317,52.6824
37.4926,166.0844,67.868,102.8496,173.234,148.3971,88.1571,136.1748,38.0801,152.7909,151.8981,38.5042,159.3253,149.5841,190.1547,72.9157,171.7582,116.7724,31.1436,174.0147,38.6392,180.2698,137.0806,145.9238,130.2215,178.1301,79.3398,142.9867,44.1786,28.515,116.922,106.9635,163.2045,125.2787,168.042,172.2252,72.7701,184.751,102.7542,101.1506,76.9348,73.2442,37.4352,176.3976,138.6023,106.4664,121.9497,109.6937,121.9783,51.3691
37.7584,166.3464,67.847,103.8619,175.9894,145.5367,90.1034,136.6551,38.4012,151.5494,149.8884,38.88,158.6987,147.0052,190.1431,72.6077,173.5971,113.6022,30.9141,173.9058,38.8702,179.2431,136.235,144.5525,130.9881,177.3286,78.2223,142.254,42.7245,28.3757,118.7711,107.0513,167.0559,122.5609,167.4308,172.4794,71.9189,187.5756,102.1435,100.9069,76.4113,73.1367,38.0619,171.1546,135.2815,104.4236,119.3578,108.5007,118.149,49.8094
37.4665,169.1728,69.1023,103.8163,175.6408,148.5438,90.4879,140.0782,39.2793,154.9789,152.4291,40.2829,162.4637,146.9609,193.3857,74.4501,177.6834,115.3347,30.9727,177.3908,39.3645,176.2268,138.2674,147.823,132.2088,180.8986,78.3434,142.3992,43.7007,29.081,119.705,112.6686,166.5525,124.7744,169.8002,176.3367,71.8049,184.9956,103.6714,102.5008,77.9893,74.0823,39.7037,173.5076,137.1387,106.2197,120.3948,111.0516,121.5808,51.0527
37.543,170.8715,68.574,107.2079,179.0272,148.7067,89.2879,142.1617,39.9608,156.6026,153.8468,39.9352,163.7684,151.1239,193.7351,72.5529,184.0119,111.1904,31.0961,181.4329,38.7156,175.3884,138.8412,148.939,132.9491,183.4751,77.5597,142.1108,44.2938,28.588,116.7925,111.0447,175.2564,124.5895,174.5609,175.459,71.2706,188.8103,104.6007,103.8545,79.5127,74.6129,40.1274,172.9954,137.2633,106.2449,121.3158,111.6409,124.0221,51.2242
37.4101,171.963,68.6787,105.7659,178.7843,148.3498,90.488,143.6338,41.1395,155.2593,156.8425,40.1181,164.0773,150.1648,195.1771,72.9764,184.76,113.8861,31.0078,186.3001,38.9331,174.751,137.6739,149.2477,132.8093,186.9261,78.2342,142.6161,44.1683,29.3064,119.7758,109.3221,173.958,123.2533,178.9383,178.4752,69.0637,185.1669,104.9667,101.4554,78.6625,73.5242,41.3339,172.8437,136.2264,105.8582,122.4867,112.6529,124.0735,50.3796
37.6577,170.8532,69.9414,107.4726,179.2741,150.1282,89.8334,144.3798,40.2488,156.0431,161.6658,40.2231,167.1118,153.1342,195.1498,73.6017,186.1131,114.9115,31.4348,187.5899,39.1614,179.4737,141.4789,150.0036,131.8358,191.8361,78.809,143.0474,44.1709,29.4835,118.6032,113.3405,179.9932,123.8287,177.2261,177.7866,70.4428,184.8914,105.9814,101.9218,78.8984,74.1784,41.1565,175.3303,138.5414,106.7718,126.6681,113.8175,124.4258,50.4145
37.4399,171.0133,69.2942,106.1382,182.7668,150.9627,89.7244,143.9873,40.0024,155.2052,159.0983,39.8467,164.8871,154.0371,195.1773,73.3281,184.0532,112.2382,31.6511,188.0418,38.812,173.6337,139.3161,149.474,132.5181,190.2116,78.942,142.4785,44.089,29.2967,116.9105,114.4005,181.7833,123.482,178.1624,178.147,70.8161,182.641,105.6445,101.2854,79.1759,75.4312,40.8661,171.9777,140.298,104.868,118.2677,114.5838,123.6268,50.3999
36.8829,169.7499,67.7042,103.9429,183.4746,148.6584,87.5086,141.8768,38.3839,154.3727,158.3836,39.0022,162.5282,152.3873,194.013,73.5092,185.269,109.822,31.2366,187.9357,38.4619,169.4717,136.7996,149.7426,127.8505,190.2482,77.5006,140.5036,43.5765,29.0884,115.7466,111.4662,176.1114,120.6082,174.957,178.7015,70.5283,177.5038,105.7645,98.3188,76.3654,73.7268,40.3667,169.2405,138.3033,105.3799,116.2178,112.5611,121.8755,48.6464
36.3779,170.2255,67.1481,103.054,184.1076,147.6328,88.6428,142.3979,37.6622,151.7418,156.2472,38.4686,160.7869,152.3046,193.6485,75.5856,183.4011,109.1347,30.8052,186.5425,38.1722,168.2637,137.4644,148.0801,128.7309,187.496,77.7693,138.9416,43.8388,29.4258,116.9569,111.7559,180.2612,120.2016,175.1868,175.9092,69.3244,174.9605,105.056,97.9606,73.4408,72.5842,40.5603,175.3304,138.88,103.4833,117.082,112.6759,120.802,48.1685
36.1098,168.9234,65.424,100.4919,181.6633,143.9661,84.0481,137.2964,37.3993,148.7088,153.1704,38.0746,159.8786,149.576,189.5158,75.874,179.5402,107.9378,29.8414,182.2985,37.034,165.8318,131.743,142.2645,121.7983,183.7951,76.0053,138.3876,42.1222,29.2742,110.4037,114.622,173.548,116.2215,171.027,173.5841,68.9692,170.4678,103.3885,95.8495,72.7517,72.1589,38.2747,171.2394,135.464,108.2925,115.7858,109.6236,117.6169,46.6546
36.0576,170.8835,64.7508,99.8692,181.4973,143.0208,82.9555,139.6566,37.6178,149.1187,155.2844,37.4812,160.3708,150.8264,191.9493,76.3766,181.9886,107.4179,29.8341,184.9955,37.6105,167.2863,133.044,144.1509,123.8029,184.7398,77.0526,139.4949,41.9093,29.1361,110.5977,109.8772,178.1271,115.0231,171.8528,172.9255,70.0764,171.1803,103.5754,96.6377,72.245,72.7625,38.2383,172.8078,137.9554,108.4774,116.6594,111.7864,117.7366,46.1039
35.9915,169.8504,63.9363,98.4613,182.954,145.2637,82.3773,139.9642,36.9303,149.6869,156.3511,38.0199,159.5086,148.6697,192.5556,75.1112,183.3618,109.6137,29.9086,182.638,37.5761,167.6547,133.7904,142.1487,120.3599,186.2747,76.6716,140.2634,41.1029,28.6377,111.3023,111.2808,178.5413,113.695,172.3311,173.2701,70.6626,167.6396,102.8645,95.1696,72.5186,72.0967,38.5234,175.771,138.8884,110.0396,115.7164,112.0496,116.8786,45.1979
35.6432,168.4947,61.8434,94.9002,176.2416,137.464,80.1454,135.5137,36.3745,147.6466,153.1381,36.2824,152.1113,145.4303,185.3708,73.732,176.0349,108.1461,28.9793,176.618,37.1061,162.253,126.5948,133.9657,116.7436,180.6477,74.6306,137.019,39.7747,28.13,107.7046,109.9734,180.4005,108.5312,169.7926,170.0471,70.4638,164.1047,101.5283,92.1182,71.3055,68.6675,36.706,171.2868,132.8785,107.225,112.7622,109.9341,112.9035,43.6327
35.4714,167.1897,62.1727,94.6408,180.171,136.413,78.7473,135.7784,36.1018,144.4454,154.2356,36.4099,149.3343,145.234,184.2962,72.5236,174.2757,109.2208,28.6921,178.1948,37.0133,161.7483,125.6211,136.1017,116.4628,180.1919,74.8225,136.4749,39.2429,28.2374,106.3271,108.2323,179.2033,106.5648,173.1146,170.8774,70.0985,162.0833,101.2416,91.6245,71.1501,68.9743,36.5269,171.8617,132.6573,107.2015,111.523,108.089,112.1109,43.1147
34.9593,166.3931,62.0315,94.896,179.0434,137.3761,78.8876,136.7939,35.9413,145.0539,155.9975,36.6221,148.6381,143.3604,182.8237,73.0953,175.9544,105.2794,28.9233,179.4763,37.2289,160.2747,127.9665,137.0524,116.3773,183.0464,75.0754,134.9703,39.8557,28.4766,106.5224,104.9111,172.7566,105.3129,175.1901,172.8445,70.9759,159.9091,100.9528,90.6192,70.7523,69.2301,36.4389,170.0446,130.9416,107.6183,109.611,107.8039,112.8264,42.7895
34.5411,166.2144,60.1242,95.618,178.0264,134.2767,79.0798,137.1635,35.9179,143.2061,155.2022,35.6193,146.9241,144.3846,179.3753,72.991,174.5201,105.9191,28.8825,177.1314,36.7382,160.5812,126.1037,138.0397,117.1008,185.4913,75.6224,133.961,39.4061,28.2618,106.1555,103.5369,169.7853,105.6422,174.3225,171.3051,70.769,164.8453,101.2434,91.3018,71.158,68.9444,35.8762,170.6848,126.7558,105.7007,108.0763,107.9771,111.5278,42.4352
34.6505,168.6204,60.3967,94.3806,180.4966,134.6159,78.0076,136.8435,36.0848,141.8114,155.0403,35.6648,147.225,144.076,177.6027,72.0438,175.8964,106.5694,28.7869,179.0487,37.1001,161.383,126.1327,138.9325,116.4172,186.506,75.9818,133.4853,39.2229,27.2762,104.5994,104.1146,172.847,107.0482,171.0753,172.4786,71.0868,159.8616,102.1684,91.3609,71.9208,68.9871,35.3281,175.0648,129.1329,105.7399,108.1515,108.5534,110.5026,41.9428
35.0141,165.8882,60.924,96.2626,177.6251,135.9494,77.5061,137.6885,35.3277,141.9395,151.2255,35.8212,149.2993,143.2801,176.688,73.4971,178.6155,104.856,28.8037,180.2657,37.0556,164.4204,126.4728,137.052,118.3254,184.4743,75.7821,133.2209,38.9275,27.7492,103.7599,101.7687,172.5259,108.2071,172.2438,172.3288,71.2914,160.1066,103.8357,91.8853,71.597,68.2279,35.5919,171.2121,130.3765,106.0655,108.2553,107.0454,108.9808,42.8992
34.825,166.391,61.3666,95.6608,180.4082,136.4762,77.5572,139.4286,35.7864,141.725,155.3579,36.024,150.0805,142.6091,173.8201,74.643,180.7507,103.8,28.9265,178.7153,36.5317,163.2212,127.6395,134.2064,118.8371,187.5061,74.7004,135.7538,39.3397,27.4464,103.2103,104.1439,174.7698,108.0912,171.7108,172.73,72.8892,159.479,104.0596,92.1184,70.8796,67.3842,36.2471,175.1415,130.4697,107.0118,109.2855,104.4143,110.7143,43.1094
34.4632,162.5909,59.069,93.0251,178.448,134.2113,72.8774,134.1187,35.0749,134.1439,151.0902,34.837,145.9974,139.7922,169.6985,76.0439,172.7673,102.9833,28.2457,172.1443,35.73,162.0961,123.5506,132.416,115.1257,183.0764,73.003,134.315,38.2628,27.0475,97.7321,102.4256,167.5107,107.1897,164.6765,172.7655,73.4553,158.0595,101.1356,89.3537,70.7842,63.2569,34.1347,168.2974,127.3547,106.244,107.2201,99.1541,108.0522,42.6859
34.6739,163.2571,59.1095,92.4114,178.054,134.3804,72.2703,133.0935,33.9598,134.2854,145.6305,34.4571,147.5193,139.5927,168.0522,77.1,171.2299,101.7362,27.8055,172.997,35.7622,162.5407,122.1105,130.961,113.9189,177.0041,72.5694,134.0258,37.7789,26.8263,96.7512,98.6557,167.536,104.3931,160.496,168.9243,73.9658,157.8473,101.0038,88.8605,72.6552,62.1708,34.1704,170.1846,126.0329,104.1116,108.2999,97.3812,106.2765,41.5936
35.0369,164.9532,60.3873,94.1924,185.7476,138.0958,72.1167,135.1804,35.0143,133.7349,142.8762,35.2411,146.7591,139.1947,173.6231,78.0466,174.5544,106.2591,27.9647,176.0012,36.0191,163.236,124.14,133.3905,113.4419,176.5961,74.5301,134.9176,38.3275,27.1282,96.6001,99.9182,173.827,105.2462,162.1029,169.481,74.0383,161.1724,102.6303,89.3346,73.8519,63.9659,36.0858,171.9718,127.7544,107.4854,110.3774,98.6293,108.1625,42.5036
35.4491,168.2169,59.5871,95.8308,188.1022,140.0546,72.4855,137.5132,35.0917,133.6276,144.1017,35.728,146.6862,139.1952,173.9932,77.8859,172.9891,106.7908,27.7923,174.0987,36.6354,163.9549,123.4763,131.5493,114.0582,178.478,74.9375,134.545,39.6468,27.2408,95.6961,103.1211,174.866,103.3058,161.9784,168.2593,73.8091,158.4006,103.9512,91.5229,74.4962,64.6139,36.5079,178.4676,130.3606,108.6506,111.2018,98.589,111.0754,42.6307
35.4714,165.614,59.2682,96.5276,181.9679,138.8645,71.6374,135.2513,35.0112,133.6894,147.5961,35.7733,143.1909,139.8657,174.1173,76.365,172.2611,106.9161,27.5796,172.2304,36.1797,162.3488,122.028,131.8119,113.3143,181.5353,75.3706,133.3595,38.7039,26.794,95.4372,103.912,165.4488,102.0943,160.0277,169.4554,71.595,155.9131,102.9227,91.7987,73.9937,64.5439,36.6856,180.2955,128.4244,108.2143,111.3101,99.5072,108.1137,42.0541
36.2257,167.6906,58.8974,93.513,178.4086,141.4407,71.3759,134.6947,35.9324,129.9844,148.9962,36.2415,143.6366,139.5062,175.8392,76.4811,174.8959,109.1974,27.3383,174.7922,36.603,163.3775,123.6671,130.4531,113.8645,184.0691,76.4994,135.5487,37.9875,26.951,95.6505,104.8307,165.2718,103.1782,158.9488,167.0762,71.5397,154.7733,104.645,90.5386,75.1263,64.9847,36.5247,176.7901,127.0894,109.4018,111.6635,98.8426,105.3637,42.4381
37.1187,170.3758,58.9521,90.3911,182.8675,144.5946,73.4079,135.5049,37.4641,131.5834,152.2038,37.1919,143.5572,140.8838,178.3169,78.7434,176.3085,110.2594,27.52,174.3411,36.5945,164.4953,125.2553,133.6155,112.0087,188.8012,77.4064,136.6503,37.7402,26.7344,97.7718,104.6601,172.2062,104.5339,161.2541,170.5361,71.9881,155.4806,106.1105,91.9636,76.8291,66.2833,37.61,184.521,131.2527,113.2116,112.3462,102.2404,105.217,42.6644
36.9962,168.804,57.8953,88.5837,178.8385,141.7769,73.646,134.4576,36.7508,129.6308,152.5346,36.1275,141.8828,139.8429,175.6456,77.5148,170.3325,108.6744,27.0394,168.7541,36.6909,161.3044,122.1067,131.6541,107.816,189.8217,75.8555,135.1706,36.157,27.4997,98.2247,103.2038,167.7381,102.0659,156.8,167.4932,71.4867,149.9404,104.9056,90.2359,75.3317,65.2304,36.9859,184.514,124.509,110.9573,109.2735,100.2047,101.4778,42.3971
36.5585,170.1547,57.4069,86.6246,176.0966,136.2628,73.56,133.1318,36.6668,127.9536,151.7747,36.0597,142.2932,138.3175,174.5597,77.7659,168.8848,108.4032,26.4582,166.9416,36.157,161.543,121.9153,130.238,106.4514,190.6326,75.2593,135.1446,35.745,27.1027,98.4192,101.7966,167.6931,101.7131,153.9885,169.3672,70.0775,149.8836,104.9217,89.403,75.1021,64.5521,35.4156,177.4326,122.2529,109.7807,108.8742,102.336,100.147,42.1713
36.694,171.124,57.6981,87.1789,179.1815,136.4771,73.0008,134.2601,37.0624,129.2078,152.3579,36.8589,145.1693,138.6247,175.6943,78.4723,171.5385,109.943,26.4663,168.5539,36.4632,161.7898,123.0769,130.8403,107.2084,191.1979,75.316,139.7004,35.4748,27.4342,99.9461,102.1957,165.5318,100.8838,154.069,171.0104,70.1529,148.7048,106.9172,90.3294,76.8577,66.5093,35.7004,176.4077,123.7952,115.6189,109.5342,103.8522,99.6364,42.3511
35.7415,171.89,58.3493,86.572,173.1252,135.376,71.8547,133.0869,36.5638,128.6453,146.0123,37.4538,143.6121,137.9442,174.458,77.5215,168.3842,110.4696,25.4326,163.8942,36.7169,158.8765,121.8632,128.6758,106.0008,186.1316,74.8964,137.0758,35.4793,26.9851,98.8673,98.9738,163.1298,98.6219,150.3062,170.9276,69.1878,147.0648,105.0747,89.1699,77.2349,65.8007,34.6279,172.0298,119.8764,112.7215,108.6621,100.2191,99.9862,41.6972
34.9584,169.608,56.016,84.7556,171.5022,133.7591,69.8291,130.6528,35.3826,124.6557,143.6831,36.5356,139.9214,134.5562,170.4626,75.3998,164.3981,107.8999,24.7042,161.3019,35.4739,155.4886,117.5425,123.6418,104.7076,183.6968,73.0218,135.1795,34.3711,26.202,96.0296,97.1419,161.5768,98.5203,147.6754,168.4984,67.9522,143.6402,103.6668,85.9745,75.4779,61.6848,33.3007,172.2428,116.0526,109.0227,104.4677,96.1674,96.5894,40.7599
35.6453,169.4952,56.1121,85.9617,175.0287,135.0844,72.7389,132.1438,35.4574,127.0906,143.2718,36.5951,142.6245,133.7712,169.4354,76.5345,165.2425,107.7811,25.2278,162.4117,35.9371,160.3204,118.548,124.705,105.2369,184.1073,73.3136,135.3999,34.1314,26.218,100.33,97.3653,160.9678,98.4161,149.8164,170.7465,69.8601,143.8735,103.5499,87.5911,74.7046,63.1537,33.5858,175.9865,116.9839,108.2437,105.0695,96.7562,97.09,40.2797
36.4321,167.1071,56.0202,85.964,175.5953,136.8008,74.2787,131.4142,35.388,127.6123,146.143,36.6219,140.1196,134.1914,170.5303,76.1757,165.2294,109.6462,25.0888,161.4486,36.2008,158.9497,119.1604,126.2576,107.4774,186.2586,73.2933,135.7172,34.1013,26.5418,102.5569,97.8648,162.6707,98.208,150.2208,170.6217,69.765,144.3995,101.8878,87.6259,75.9545,63.6374,34.0317,175.5155,117.0104,110.6969,105.6501,99.9614,97.9819,40.1346
